Timestamp,Gender (feel free to use other to be more specific/this is clearly not an exhaustive list),Ethnicity (feel free to use other to be more specific/this is clearly not an exhaustive list),Sexual Preference (feel free to use other to be more specific/this is clearly not an exhaustive list),,,,,,,,
12/13/2022 12:18:51,Male,White,Heterosexual,5,5,5,5,5,4,5,5
12/13/2022 12:19:20,Male,Asian,Heterosexual,3,5,5,4,5,4,4,5
12/13/2022 12:19:35,Female,White,Heterosexual,4,5,4,4,5,5,3,6
12/13/2022 12:19:41,Male,White,"Heterosexual, Pansexual",5,7,7,5,3,5,6,7
12/13/2022 12:19:43,Female,Asian,Prefer not to say,3,6,5,5,3,4,4,6
12/13/2022 12:19:44,Female,Asian,"Heterosexual, Bisexual",5,6,6,6,4,3,4,6
12/13/2022 12:19:46,Non-binary,White,Homosexual,1,3,3,4,1,1,1,3
12/13/2022 12:19:46,Female,Asian,Heterosexual,5,6,6,5,3,4,4,7
12/13/2022 12:20:21,Female,Hispanic,Heterosexual,2,5,5,4,5,3,3,6
12/13/2022 12:20:46,Female,Asian,Heterosexual,4,5,6,3,3,3,3,6
12/13/2022 12:20:52,Male,Asian,Heterosexual,4,5,6,4,4,5,4,5
12/13/2022 12:20:52,Male,White,Heterosexual,2,4,5,3,1,1,1,5
12/13/2022 12:20:57,"Female, Genderfluid","White, Native American","Bisexual, Asexual",3,4,5,3,4,5,4,5
12/13/2022 12:21:10,Non-binary,White,Asexual,2,4,3,5,2,2,2,5
12/13/2022 12:21:11,Male,White,"Bisexual, Pansexual",2,2,2,4,2,3,5,6
12/13/2022 12:21:13,Female,Asian,Heterosexual,2,5,6,4,2,3,3,6
12/13/2022 12:21:26,Female,"White, Asian",Heterosexual,3,5,6,4,3,3,3,5
12/13/2022 12:21:31,Male,"White, Hispanic",Bisexual,4,3,2,4,4,6,6,6
12/13/2022 12:22:03,Female,White,"Bisexual, Asexual",3,3,3,3,3,4,5,5
12/13/2022 12:22:03,Non-binary,Prefer not to say,Pansexual,4,5,5,6,4,4,3,7
12/13/2022 12:22:11,Female,Asian,Homosexual,2,2,1,2,2,2,2,4
12/13/2022 12:22:22,Female,"White, Asian",Heterosexual,3,5,6,3,2,2,3,6
12/13/2022 12:22:37,Male,Hispanic,Heterosexual,3,3,5,3,4,3,4,6
12/13/2022 12:23:01,Male,White,"Bisexual, Homosexual",3,5,4,4,3,2,5,5
12/13/2022 12:24:53,Male,White,Bisexual,4,3,3,4,2,2,5,5
12/13/2022 12:24:58,Female,Asian,Homosexual,3,5,4,6,3,3,3,4
12/13/2022 12:25:01,Female,Asian,Prefer not to say,1,1,3,3,3,2,1,5
12/13/2022 12:25:21,Male,"White, Middle Eastern",Heterosexual,6,5,6,4,4,5,3,5
12/13/2022 12:25:32,Female,"White, Asian",Bisexual,4,4,5,4,5,5,3,5
12/13/2022 12:26:01,Female,Asian,Heterosexual,4,5,5,5,4,4,5,7
12/13/2022 12:26:34,Female,White,Heterosexual,4,5,5,5,4,4,3,6
12/13/2022 12:27:17,Male,"White, Hispanic",Heterosexual,5,4,6,5,3,4,2,7
12/13/2022 12:27:32,Female,Black,Heterosexual,2,2,4,3,3,3,4,5
12/13/2022 12:27:32,Prefer not to say,Prefer not to say,Prefer not to say,5,1,6,5,4,3,1,6
12/13/2022 12:28:04,"Female, Genderfluid",Asian,Bisexual,2,4,5,4,3,2,3,5
12/13/2022 12:28:06,Male,Asian,Heterosexual,5,4,5,4,5,3,4,5
12/13/2022 12:28:51,Female,Asian,Heterosexual,4,2,5,2,2,2,2,3
12/13/2022 12:29:00,unlabelled,White,"Bisexual, Homosexual, Pansexual",1,4,3,3,1,2,4,4
12/13/2022 12:32:15,Male,White,Heterosexual,5,6,7,6,5,4,4,7
12/13/2022 12:33:11,Female,Asian,"Homosexual, Aromantic",4,6,5,5,1,2,2,5
12/13/2022 12:33:45,Male,Hispanic,"Heterosexual, Asexual, I try not to be horny",5,3,5,4,3,3,3,5
12/13/2022 12:33:49,Non-binary,"White, Asian, Hispanic","Bisexual, Pansexual",3,5,5,5,2,4,4,6
12/13/2022 12:33:57,"Genderfluid, Non-binary",Asian,"Bisexual, Asexual",3,4,5,5,3,3,4,6
12/13/2022 12:34:11,Female,"White, Hispanic",Heterosexual,5,4,6,4,4,4,3,6
12/13/2022 12:35:05,Male,White,Bisexual,4,4,5,4,4,3,3,6
12/13/2022 12:36:01,Female,White,Bisexual,5,5,7,6,5,6,4,6
12/13/2022 12:36:24,Male,Asian,Heterosexual,4,6,6,4,3,3,3,7
12/13/2022 12:37:14,Female,Asian,Bisexual,4,4,4,5,3,3,2,6
12/13/2022 12:38:39,Male,"White, Asian",Heterosexual,5,5,5,5,5,5,4,5
12/13/2022 12:39:07,Male,Hispanic,Bisexual,6,6,6,5,5,6,6,6
12/13/2022 12:40:37,Genderfluid,"White, Asian",bi/panromantic demisexual,3,5,5,6,3,5,6,6
12/13/2022 12:40:37,Non-binary,"White, Hispanic",Pansexual,1,5,3,4,4,4,3,5
12/13/2022 12:41:19,"Genderfluid, Non-binary","White, Hispanic","Asexual, Aromantic",3,5,3,4,5,4,5,6
12/13/2022 12:41:50,Male,Asian,Heterosexual,5,5,5,4,4,5,3,5
12/13/2022 12:42:40,Male,White,Heterosexual,2,1,3,1,1,1,1,3
12/13/2022 12:42:40,"Female, Genderfluid, Non-binary",White,Homosexual,4,5,6,6,5,5,6,6
12/13/2022 12:42:46,Male,Hispanic,Bisexual,6,5,4,5,7,6,5,6
12/13/2022 12:45:26,Genderfluid,White,Asexual,3,5,6,7,2,4,5,7
12/13/2022 12:46:00,Non-binary,"White, Black",Homosexual,3,5,5,5,2,3,2,6
12/13/2022 12:46:31,Female,Asian,Heterosexual,3,5,6,4,3,4,2,7
12/13/2022 12:46:46,Male,"White, Hispanic",Heterosexual,5,5,4,4,4,5,4,5
12/13/2022 12:49:19,"Genderfluid, Non-binary",Asian,"Bisexual, Pansexual",3,7,4,6,2,3,4,7
12/13/2022 12:54:21,Male,Asian,Bisexual,3,6,6,5,5,4,5,6
12/13/2022 12:54:45,Male,White,Heterosexual,4,3,6,5,4,4,3,6
12/13/2022 12:55:49,Female,White,Heterosexual,4,4,4,5,4,4,4,5
12/13/2022 12:56:44,Male,"White, Hispanic",Bisexual,3,5,5,3,3,4,3,5
12/13/2022 12:57:47,Male,Black,Heterosexual,3,6,6,5,2,4,2,7
12/13/2022 12:57:54,Male,White,Heterosexual,3,2,6,2,3,3,1,6
12/13/2022 12:58:01,Female,Asian,Heterosexual,5,4,6,5,4,4,5,6
12/13/2022 13:02:48,Male,"White, Hispanic",Homosexual,2,4,5,3,2,3,5,5
12/13/2022 13:03:45,Female,"White, Asian",Homosexual,3,5,6,4,3,2,4,7
12/13/2022 13:04:50,Non-binary,White,Bisexual,5,3,5,6,2,4,3,5
12/13/2022 13:05:44,"Female, Non-binary",Asian,???,2,2,5,4,1,3,4,5
12/13/2022 13:06:11,Non-binary,"White, Black",Bisexual,3,5,3,3,2,3,4,4
12/13/2022 13:09:38,Male,Asian,Heterosexual,4,4,4,3,3,4,3,5
12/13/2022 13:10:38,Female,Prefer not to say,Bisexual,1,2,3,3,3,3,2,7
12/13/2022 13:11:06,Female,White,Heterosexual,5,5,6,5,4,4,3,4
12/13/2022 13:11:08,Female,Hispanic,Bisexual,1,5,5,5,5,4,3,5
12/13/2022 13:11:48,Female,Asian,Homosexual,3,5,6,7,2,4,7,6
12/13/2022 13:12:30,Male,White,Heterosexual,5,4,5,5,4,4,3,4
12/13/2022 13:14:12,Female,White,Bisexual,4,5,6,5,3,3,2,6
12/13/2022 13:15:34,Female,Asian,Bisexual,4,6,5,5,4,3,3,6
12/13/2022 13:18:15,Female,White,"Bisexual, Pansexual",3,5,6,4,2,5,2,7
12/13/2022 13:18:35,Female,Asian,Bisexual,3,5,5,4,3,3,3,5
12/13/2022 13:18:37,Male,"Asian, South Asian",Homosexual,5,5,6,5,4,4,5,6
12/13/2022 13:18:40,Female,White,Pansexual,2,4,3,6,2,4,5,7
12/13/2022 13:19:01,Female,"White, Asian","Asexual, idfk",5,5,5,5,5,5,5,5
12/13/2022 13:22:17,Female,Hispanic,Heterosexual,5,4,5,4,3,3,2,5
12/13/2022 13:25:02,Female,Asian,Heterosexual,2,5,6,2,2,2,2,5
12/13/2022 13:25:45,Male,"White, Black, Asian, Middle Eastern, Hispanic, Native American, Pacific Islander",Heterosexual,2,6,6,5,5,5,3,7
12/13/2022 13:26:33,Female,Prefer not to say,Prefer not to say,2,6,5,6,2,3,4,6
12/13/2022 13:27:32,Female,White,Bisexual,3,5,6,5,5,4,3,6
12/13/2022 13:28:53,Male,White,Heterosexual,4,4,5,3,5,3,1,5
12/13/2022 13:29:58,Female,Asian,Bisexual,4,5,5,5,4,4,5,6
12/13/2022 13:31:04,Male,"Black, Middle Eastern",Heterosexual,6,4,4,4,2,4,4,6
12/13/2022 13:32:49,Female,Asian,"Bisexual, Pansexual",4,5,6,6,5,4,5,6
12/13/2022 13:33:24,Male,Asian,Bisexual,5,5,5,5,5,5,5,5
12/13/2022 13:34:06,Male,White,Pansexual,3,5,2,5,3,5,6,4
12/13/2022 13:35:08,Male,Asian,Heterosexual,6,6,5,6,5,6,4,6
12/13/2022 13:37:25,Female,Asian,Bisexual,2,5,5,5,5,6,4,7
12/13/2022 13:39:39,Male,Asian,Heterosexual,3,6,6,5,3,3,3,6
12/13/2022 13:42:25,Female,White,Bi/pan or homo idk,2,4,6,5,3,3,5,6
12/13/2022 13:43:38,Female,Asian,Bisexual,2,4,5,4,3,4,6,6
12/13/2022 13:48:46,Prefer not to say,White,"Homosexual, Asexual",2,4,4,5,3,3,4,3
12/13/2022 13:51:42,Female,White,Homosexual,5,3,5,5,4,5,2,6
12/13/2022 13:57:28,Female,Asian,Bisexual,5,5,6,6,5,4,4,6
12/13/2022 14:01:09,Male,"White, Native American","Bisexual, Pansexual",4,6,3,3,4,4,5,5
12/13/2022 14:01:22,Female,Asian,Bisexual,1,3,4,3,1,1,2,5
12/13/2022 14:01:25,Non-binary,Asian,Bisexual,4,6,5,4,3,4,4,6
12/13/2022 14:12:25,"Male, Genderfluid",Asian,"Heterosexual, …mostly hetero ",2,4,6,4,3,4,2,7
12/13/2022 14:12:51,Male,Asian,Heterosexual,5,5,6,4,4,4,3,6
12/13/2022 14:23:40,Male,Hispanic,Heterosexual,5,5,5,5,5,5,4,5
12/13/2022 14:26:09,Male,White,"Bisexual, Asexual",3,6,5,5,5,3,6,5
12/13/2022 14:27:03,"Female, Genderfluid",White,Homosexual,2,1,3,3,1,1,2,1
12/13/2022 14:28:03,Female,Asian,Heterosexual,5,5,6,4,3,2,4,6
12/13/2022 14:31:18,Female,Asian,Bisexual,5,5,6,6,6,4,5,7
12/13/2022 14:52:13,Female,Asian,Heterosexual,4,3,5,6,3,2,4,5
12/13/2022 14:54:27,Female,Prefer not to say,Heterosexual,1,4,3,3,3,4,3,4
12/13/2022 14:56:53,"Female, Non-binary",White,Bisexual,6,6,5,3,5,3,4,6
12/13/2022 15:02:28,Male,Asian,Heterosexual,2,2,3,1,3,2,1,4
12/13/2022 15:03:04,Female,"White, Asian",Homosexual,3,5,4,4,5,5,3,5
12/13/2022 15:04:54,Female,Asian,Bisexual,5,4,6,6,2,2,3,5
12/13/2022 15:14:00,Female,Asian,Prefer not to say,5,6,4,5,2,3,6,6
12/13/2022 15:24:34,Female,Asian,Bisexual,4,6,6,5,3,4,4,7
12/13/2022 15:27:34,Female,Hispanic,Pansexual,2,4,4,3,2,4,1,6
12/13/2022 15:29:04,Female,Asian,Bisexual,6,6,6,6,6,6,5,7
12/13/2022 15:30:55,Female,Hispanic,Bisexual,4,4,6,5,4,4,4,6
12/13/2022 15:54:34,Female,Asian,Heterosexual,3,6,5,6,3,4,2,6
12/13/2022 15:55:47,Male,"White, Asian",Bisexual,5,4,7,5,5,4,7,7
12/13/2022 16:00:28,Male,White,Heterosexual,5,1,4,1,1,1,1,2
12/13/2022 16:00:43,Female,"White, Asian",Homosexual,2,5,5,6,2,2,2,6
12/13/2022 16:13:08,"Female, Non-binary",Asian,"Bisexual, Pansexual",3,4,3,3,3,3,3,3
12/13/2022 16:33:20,Female,Asian,Heterosexual,1,5,4,5,4,4,3,5
12/13/2022 16:51:11,Female,Asian,Heterosexual,5,4,5,5,4,4,5,6
12/13/2022 16:51:35,Female,Asian,Bisexual,4,5,7,5,2,2,3,7
12/13/2022 17:02:34,Non-binary,White,Pansexual,5,6,6,5,3,6,4,6
12/13/2022 17:50:39,Non-binary,"White, Hispanic",Bisexual,2,6,4,6,5,5,4,6
12/13/2022 18:03:44,"Male, Non-binary",White,"Bisexual, Asexual",4,5,5,6,5,5,5,6
12/13/2022 18:10:43,Female,White,"Pansexual, Asexual",2,4,4,5,3,2,3,5
12/13/2022 18:47:38,Female,"White, Hispanic",Heterosexual,3,4,6,3,5,3,4,5
12/13/2022 19:00:11,Male,White,Homosexual,6,5,5,5,6,5,3,5
12/13/2022 19:06:01,Female,White,Homosexual,2,4,5,4,2,2,1,5
12/13/2022 20:05:25,Male,White,Bisexual,5,3,6,4,6,5,3,5
12/13/2022 20:44:14,Male,"White, Asian, Native American",Heterosexual,6,4,5,4,4,5,5,6
12/13/2022 21:15:29,Female,Hispanic,Bisexual,4,5,5,5,6,5,4,6
12/13/2022 22:16:42,Non-binary,Black,"Asexual, panromantic",5,4,6,6,3,3,3,6
12/13/2022 22:40:39,Male,"White, jewish heritage","Heterosexual, i'm flexible in my definition of heterosexual",3,3,2,3,2,3,2,3
12/13/2022 23:12:02,"Genderfluid, Non-binary",White,"Homosexual, women/ non-men",1,5,4,6,2,2,6,7
12/14/2022 0:12:59,Non-binary,"Asian, Chinese and Indian","Bisexual, Demi-sexual",1,2,5,2,1,4,3,6
12/14/2022 0:15:15,Male,White,Heterosexual,3,6,6,5,3,4,6,5
12/14/2022 0:29:13,Female,"White, Asian",Bisexual,6,4,5,5,6,4,4,6
12/14/2022 1:21:43,Female,Asian,Homosexual,1,5,4,4,2,2,2,5
12/14/2022 2:24:20,Female,Asian,Heterosexual,4,5,5,4,4,5,6,6
12/14/2022 3:16:02,"Female, Non-binary",Asian,Heterosexual,3,6,6,5,3,3,2,6
12/14/2022 3:52:21,Male,"White, Asian, Middle Eastern",Heterosexual,2,4,5,3,2,2,3,5
12/14/2022 4:00:19,Male,Indian,Heterosexual,5,3,5,2,4,2,4,6
12/14/2022 10:25:36,Non-binary,White,Pansexual,4,4,4,4,4,4,4,4
12/14/2022 13:26:56,Female,White,Heterosexual,4,5,7,6,3,7,4,7
12/14/2022 16:23:45,"Male, Non-binary",White,Bisexual,1,2,1,4,5,3,5,5
12/14/2022 16:59:39,"Genderfluid, Non-binary",White,Bisexual,3,4,4,4,3,4,4,5
12/14/2022 18:35:55,Female,Black,Homosexual,2,5,5,4,4,3,5,6
12/14/2022 20:49:52,"Genderfluid, Non-binary","Hispanic, Native American",Pansexual,3,4,5,5,6,5,5,5
12/15/2022 0:57:20,Female,White,Bisexual,5,6,4,3,3,7,3,6
12/15/2022 4:00:02,Male,Asian,Heterosexual,4,5,4,3,4,4,5,4
12/15/2022 12:53:21,Male,White,Heterosexual,4,4,4,4,3,3,3,4
12/15/2022 13:23:20,Male,White,Asexual,3,5,4,6,3,5,5,5
12/16/2022 0:23:41,Male,White,"Heterosexual, Bisexual",4,4,5,4,3,4,4,4
