Timestamp,Gender (feel free to use other to be more specific/this is clearly not an exhaustive list),Ethnicity (feel free to use other to be more specific/this is clearly not an exhaustive list),Sexual Preference (feel free to use other to be more specific/this is clearly not an exhaustive list),,,,,,,,
12/13/2022 18:09:11,Male,"White, Asian",Heterosexual,4,4,5,3,4,4,2,5
12/13/2022 18:12:49,Male,Black,Heterosexual,3,5,4,4,6,5,4,6
12/13/2022 18:47:22,Female,White,"Bisexual, Asexual",2,5,4,3,3,3,4,6
12/13/2022 18:50:07,Female,Asian,Heterosexual,3,6,4,4,4,4,4,5
12/13/2022 18:57:04,Female,"Hispanic, Asian",Heterosexual,5,5,6,5,5,5,5,6
12/13/2022 18:59:48,Male,White,Heterosexual,5,6,5,5,5,4,3,7
12/13/2022 19:03:24,Female,"White, Hispanic",Heterosexual,5,6,6,6,3,2,1,7
12/13/2022 20:42:34,Male,Prefer not to say,Heterosexual,5,6,5,4,4,3,4,5
12/13/2022 20:44:33,Female,Black,Bisexual,4,6,5,3,2,4,3,6
12/13/2022 20:53:33,Male,Asian,Heterosexual,2,4,4,2,2,2,2,3
12/13/2022 21:22:33,Male,Asian,Heterosexual,4,4,5,4,5,4,2,6
12/13/2022 21:27:22,Female,"White, Black",Heterosexual,3,4,5,4,5,4,4,5
12/13/2022 22:38:54,Male,Black,Heterosexual,5,5,5,5,6,5,4,6
12/13/2022 23:05:40,Female,Asian,Heterosexual,3,4,6,3,2,1,1,5
12/13/2022 23:15:32,Male,"White, Asian, Pacific Islander",Heterosexual,5,6,5,5,6,5,3,6
12/13/2022 23:42:43,Male,Asian,Heterosexual,2,3,4,3,2,2,4,4
12/13/2022 23:53:33,Female,"White, Hispanic",Heterosexual,4,3,6,1,5,2,1,5
12/14/2022 0:51:44,Female,"White, Asian",Heterosexual,4,6,6,6,4,5,4,6
12/14/2022 3:55:45,Female,Asian,"Heterosexual, Bisexual",2,3,5,3,1,2,1,4
12/14/2022 9:25:46,Male,Hispanic,Heterosexual,4,3,2,7,4,5,3,3
12/14/2022 17:01:00,Female,Hispanic,Bisexual,5,6,7,6,5,5,4,7
12/14/2022 19:11:00,Male,White,Heterosexual,3,2,3,2,1,3,2,2
12/14/2022 22:00:07,Female,"White, Hispanic",Heterosexual,5,6,4,6,6,5,3,7
12/15/2022 12:07:29,Female,Asian,Heterosexual,3,4,5,3,3,4,3,6
12/15/2022 13:40:37,Female,Black,Bisexual,3,6,5,5,5,4,3,5
12/15/2022 13:49:04,Female,Hispanic,Bisexual,5,6,4,5,6,3,5,7
12/15/2022 16:09:15,Male,"White, Middle Eastern",Heterosexual,4,5,5,3,3,3,3,4
12/15/2022 20:19:54,Male,Asian,"Asexual, Homoromantic",2,4,2,4,1,3,1,5
12/15/2022 22:05:12,Female,"White, Black",Bisexual,6,6,6,6,6,6,6,6
12/16/2022 4:29:26,Male,Prefer not to say,Heterosexual,5,5,6,5,4,6,4,6
12/16/2022 11:09:09,Male,Black,Bisexual,5,6,6,5,5,5,6,6
12/16/2022 18:37:12,Female,White,Pansexual,4,5,6,4,4,3,4,7
