Timestamp,Gender (feel free to use other to be more specific/this is clearly not an exhaustive list),Ethnicity (feel free to use other to be more specific/this is clearly not an exhaustive list),Sexual Preference (feel free to use other to be more specific/this is clearly not an exhaustive list),,,,,,,,
12/13/2022 16:29:40,Female,White,Heterosexual,3,4,5,3,3,2,2,6
12/13/2022 16:30:32,Female,Asian,Heterosexual,3,3,5,4,3,2,3,4
12/13/2022 16:31:31,Female,Asian,Heterosexual,2,5,3,4,2,3,1,6
12/13/2022 16:53:47,Male,"White, Hispanic",Bisexual,4,5,5,5,5,4,4,6
12/13/2022 17:26:04,Female,White,Heterosexual,4,4,5,4,4,5,3,6
12/13/2022 17:47:33,Female,"White, Asian",Asexual,3,5,3,2,2,3,2,5
12/13/2022 20:34:52,Male,White,Heterosexual,3,2,4,2,3,3,2,5
12/13/2022 20:40:10,Female,"Asian, Native American","Heterosexual, Bisexual",5,5,6,4,4,3,5,7
12/13/2022 20:57:16,Female,White,Heterosexual,4,4,5,4,4,3,6,6
12/13/2022 21:35:00,Female,Asian,Heterosexual,2,5,4,5,1,3,1,5
12/13/2022 21:45:13,Female,"White, Asian",Heterosexual,5,4,6,5,5,4,4,6
12/13/2022 22:16:26,Male,Hispanic,Heterosexual,1,2,6,2,1,1,1,5
12/13/2022 22:21:07,Male,Hispanic,Heterosexual,5,5,5,3,4,3,2,6
12/13/2022 22:38:24,Female,White,Heterosexual,3,5,6,6,5,4,4,7
12/13/2022 22:57:32,Female,Black,Bisexual,3,5,4,4,5,6,6,6
12/14/2022 0:01:21,Female,Asian,Heterosexual,5,5,6,6,4,4,3,7
12/14/2022 0:37:40,Male,Asian,Heterosexual,3,6,4,2,2,2,2,2
12/14/2022 2:17:40,Female,Black,Heterosexual,1,2,2,2,1,1,1,4
12/14/2022 7:46:22,Female,Middle Eastern,Bisexual,2,5,5,4,1,1,6,6
12/14/2022 9:16:50,Female,White,Heterosexual,5,5,5,4,4,4,4,6
12/14/2022 10:41:10,Female,White,Asexual,5,5,4,3,3,4,2,6
12/14/2022 11:04:40,Female,Asian,Heterosexual,4,5,6,6,3,4,5,6
12/14/2022 15:16:53,Female,White,Bisexual,5,3,4,3,1,2,1,5
12/14/2022 16:57:06,Female,"Black, Asian",Heterosexual,5,5,6,4,4,3,3,6
12/14/2022 17:10:51,Nonbinary,White,queer/sapphic/gay,1,5,5,5,1,1,4,6
12/14/2022 19:31:34,Male,White,Heterosexual,4,3,5,2,4,3,5,6
12/14/2022 21:21:05,Female,White,Heterosexual,3,4,5,4,1,3,1,6
12/14/2022 21:57:15,Male,Asian,Heterosexual,6,4,5,3,4,3,3,6
12/14/2022 22:20:11,Female,White,Bisexual,3,4,6,6,4,5,2,5
12/16/2022 17:18:11,Male,White,Heterosexual,4,4,6,4,4,3,2,5
